"movie_name";"video_name";"video_id";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26"
"Lethal Weapon 3";"Lethal Weapon 3 Trailer 1992";"7qmVv3Zvotk";1992;6.7;2.35;"Action|Crime|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Role Models";"Role Models Official Trailer #1 - Paul Rudd Movie (2008) HD";"7RChtV9AH4M";2008;6.9;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Scott Pilgrim vs. the World";"Scott Pilgrim Vs. The World - Official Trailer";"7wd5KEaOtm4";2010;7.5;1.85;"Action|Comedy|Fantasy|Romance";1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"A History of Violence";"A History of Violence (2005) Viggo Mortensen, Maria Bello, Ed Harris Movie HD";"89oWVqLOXMw";2005;7.5;1.85;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"The Negotiator";"The Negotiator Trailer 1998";"8aErZoWLZy0";1998;7.3;2.35;"Action|Crime|Drama|Mystery|Thriller";1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
"The Expendables";"The Expendables (2010) - Official Trailer #1";"8KtYRALe-xo";2010;6.5;2.35;"Action|Adventure|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Trainspotting";"Trainspotting (1996) Official Trailer - Ewan McGregor Movie HD";"8LuxOYIpu-I";1996;8.2;1.85;"Drama";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Zombieland";"Zombieland Trailer #1";"8m9EVP8X7N8";2009;7.7;2.35;"Adventure|Comedy|Horror|Sci-Fi";0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"Battleship";"Battleship (2012) Official HD Trailer Debut";"8NNQqHsIc-4";2012;5.9;2.35;"Action|Adventure|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Æon Flux";"Aeon Flux - Trailer";"8StIReu8NoA";2005;5.5;2.35;"Action|Sci-Fi";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Rocky Balboa";"Rocky Balboa Official Trailer #1 - Sylvester Stallone, Burt Young Movie (2006) HD";"8tab8fK2_3w";2006;7.2;1.85;"Drama|Sport";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"X-Men Origins: Wolverine";"X-Men Origins: Wolverine Trailer";"8TQ-gD4UCmI";2009;6.7;2.35;"Action|Adventure|Fantasy|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0
"American Psycho";"American Psycho II: All American Girl (2002) Official Trailer #1 - Mila Kunis Movie";"8uODp59M_QY";2000;7.6;2.35;"Crime|Drama";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"GoldenEye";"GoldenEye Official Trailer #2 - Pierce Brosnan Movie (1995) HD";"8Zw8ylP4buA";1995;7.2;2.35;"Action|Adventure|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Hansel & Gretel: Witch Hunters";"Hansel and Gretel: Witch Hunters Official Trailer #1 (2012) - Jeremy Renner, Gemma Arterton Movie HD";"9246msCh7x4";2013;6.1;2.35;"Action|Fantasy|Horror";1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"Silent Hill";"Silent Hill: Revelation 3D Official Trailer #1 (2012) Horror Movie HD";"9b4iOhWswYM";2006;6.6;2.35;"Adventure|Horror|Mystery";0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"Poltergeist";"Poltergeist (1982) Official Trailer - JoBeth Williams, Craig T. Nelson Horror Movie HD";"9eZgEKjYJqA";1982;7.4;2.35;"Fantasy|Horror";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"Harry Potter and the Goblet of Fire";"Harry Potter and the Deathly Hallows Official HD Trailer";"9hXH0Ackz6w";2005;7.6;2.35;"Adventure|Family|Fantasy|Mystery";0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
"The Fault in Our Stars";"The Fault In Our Stars | Official Trailer [HD] | 20th Century FOX";"9ItBvH5J6ss";2014;7.8;1.85;"Drama|Romance";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Mad Max Beyond Thunderdome";"Mad Max Beyond Thunderdome (1985) Official Trailer - Mel Gibson Post-Apocalypse Movie HD";"9JKZKjFjHDM";1985;6.2;2.35;"Action|Adventure|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"She's Out of My League";"She's Out of My League - Trailer";"9mj4_hUEnpU";2010;6.4;2.35;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"The World Is Not Enough";"The World Is Not Enough (1999) Official Trailer - Pierce Brosnan James Bond Movie HD";"9nH1DwQP2Xs";1999;6.4;2.35;"Action|Adventure|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"The Village";"SMURFS: THE LOST VILLAGE - Official Teaser Trailer (HD)";"9NO8wk4n1Cs";2004;6.5;1.85;"Drama|Mystery|Romance|Thriller";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0
"The Godfather: Part II";"The Godfather Part II - Trailer";"9O1Iy9od7-A";1974;9;1.85;"Crime|Drama";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Over the Hedge";"Over The Hedge - Trailer";"9p-0FxJ6kvQ";2006;6.8;1.85;"Adventure|Animation|Comedy|Family";0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Rounders";"Rounders (1998) Official Trailer 1 - Matt Damon Movie";"9r-K5dmt0Rc";1998;7.4;2.35;"Crime|Drama";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Shooter";"Shooter - Trailer";"A3lPVwYOdzA";2007;7.2;2.35;"Action|Crime|Drama|Mystery|Thriller";1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
"Saving Mr. Banks";"Saving Mr. Banks Official Trailer #1 (2013) - Tom Hanks Movie";"a5kYmrjongg";2013;7.5;2.35;"Biography|Comedy|Drama|History|Music";0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
"Indiana Jones and the Last Crusade";"Indiana Jones and the Last Crusade - Trailer";"a6JB2suJYHM";1989;8.3;2.35;"Action|Adventure|Fantasy";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"South Park: Bigger Longer & Uncut";"South Park: Bigger, Longer & Uncut - Trailer";"aav9EyVjtWc";1999;7.8;1.85;"Animation|Comedy|Fantasy|Musical";0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"Jarhead";"Jarhead (2005) Official Trailer - Jake Gyllenhaal, Jamie Foxx Movie HD";"-aBP-c28_1M";2005;7.1;2.35;"Action|Drama|War";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"Grown Ups 2";"Grown Ups 2 Official Trailer #1 (2013) - Adam Sandler Movie HD";"a_c3hW0Uyvc";2013;5.4;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Corpse Bride";"Corpse Bride (2005) Official Trailer - Tim Burton Animated Musical HD";"AGACeWVdFqo";2005;7.4;1.85;"Animation|Drama|Family|Fantasy|Musical|Romance";0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0
"The Score";"The Score (2001) Official Trailer #1 - Robert De Niro Movie HD";"AiN6-UdxcbI";2001;6.8;2.35;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Slumdog Millionaire";"Slumdog Millionaire - Trailer";"AIzbwV7on6Q";2008;8;2.35;"Drama|Romance";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"2 Guns";"2 GUNS - Official International Trailer";"AK6EbfdnTHg";2013;6.7;2.35;"Action|Comedy|Crime|Drama|Thriller";1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Hitman";"Hitman: Agent 47 Official Trailer #1 (2015) - Rupert Friend, Zachary Quinto Movie HD";"alQlJDRnQkE";2007;6.3;2.35;"Action|Crime|Drama|Thriller";1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Men in Black 3";"MEN IN BLACK 3 - Official Trailer - In Theaters 5/25";"aoyV49FfjOU";2012;6.8;1.85;"Action|Adventure|Comedy|Family|Fantasy|Sci-Fi";1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0
"Olympus Has Fallen";"Olympus Has Fallen Official Trailer #1 (2013) - Morgan Freeman Movie HD";"ar-IaAx7s8k";2013;6.5;2.35;"Action|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Buried";"Buried Official Trailer (2010) - Ryan Reynolds Movie HD";"aRQ0oqFBoP4";2010;7;2.35;"Drama|Mystery|Thriller";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
"Jack Reacher";"Jack Reacher: Never Go Back Official Trailer #1 (2016) - Tom Cruise, Cobie Smulders Movie HD";"aRwrdbcAh2s";2012;7;2.35;"Action|Crime|Mystery|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"Date Night";"Date Night | Official Trailer (HD) | 20th Century FOX";"aspBKFz2dBI";2010;6.3;2.35;"Comedy|Crime|Romance|Thriller";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"Iron Man";"Iron Man 3 Official Trailer (2013) Marvel Movie HD";"aV8H7kszXqo";2008;7.9;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Divergent";"Divergent Official Final Trailer (2014) - Shailene Woodley, Kate Winslet Movie HD";"Aw7Eln_xuWc";2014;6.7;2.35;"Adventure|Mystery|Sci-Fi";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"The Maze Runner";"The Maze Runner | Official Final Trailer [HD] | 20th Century FOX";"AwwbhhjQ9Xk";2014;6.8;2.35;"Action|Mystery|Sci-Fi|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
"The Watch";"Nerve Official Trailer #1 (2016) - Emma Roberts, Dave Franco Movie HD";"AX1BTiHzq-I";2012;5.7;2.35;"Action|Comedy|Sci-Fi";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Lord of War";"Lord of War (2005) Official Trailer #1 - Nicolas Cage Movie";"AXgyoER0aRc";2005;7.6;2.35;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Gladiator";"Gladiator - Trailer";"AxQajgTyLcM";2000;8.5;2.35;"Action|Drama|Romance";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Romeo + Juliet";"Romeo And Juliet Official Trailer #2 (2013) - Hailee Steinfeld, Paul Giamatti Movie HD";"aXvufMqcWQA";1996;6.8;2.35;"Drama|Romance";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Galaxy Quest";"Galaxy Quest - Trailer";"B34jbC43XzA";1999;7.3;2.35;"Adventure|Comedy|Sci-Fi";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Sucker Punch";"Sucker Punch - Meet Amber";"B3GmpD64dTA";2011;6.1;2.35;"Action|Fantasy";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"Quantum of Solace";"Quantum of Solace (2008) Official Trailer 2 - Daniel Craig, Olga Kurylenko Movie HD";"BBqYaFEWBxI";2008;6.7;2.35;"Action|Adventure";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"G.I. Joe: Retaliation";"G.I. Joe 2: Retaliation Official Trailer #3 (2012) - Dwayne Johnson, Bruce Willis Movie HD";"bd3JmlIxQXM";2013;5.8;2.35;"Action|Adventure|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Star Wars: Episode I - The Phantom Menace";"Star Wars Episode I: The Phantom Menace - Trailer";"bD7bpG-zDJQ";1999;6.5;2.35;"Action|Adventure|Fantasy|Sci-Fi";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"Fight Club";"Fight Club | #TBT Trailer | 20th Century FOX";"BdJKm16Co6M";1999;8.8;2.35;"Drama";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Alexander";"Alexander (2004) Official Trailer - Colin Farell, Angelina Jolie Epic Movie HD";"Bh6LKIdxqCU";2004;5.5;2.35;"Action|Adventure|Biography|Drama|History|Romance|War";1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0
"Die Hard";"A Good Day to Die Hard Official Trailer #2 (2013) - Bruce Willis Movie HD";"_BMmRdAW2yw";1988;8.2;2.35;"Action|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Hot Tub Time Machine";"Hot Tub Time Machine 2 Official Trailer #1 (2015) - Rob Corddry, Adam Scott Movie HD";"BNJ-UxlKXGY";2010;6.4;1.85;"Comedy|Sci-Fi";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"The Road";"The Road (2009) Official Trailer #1 - Viggo Mortensen Movie HD";"bO8EqMsxOiU";2009;7.3;2.35;"Adventure|Drama";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"The Twilight Saga: Breaking Dawn - Part 2";"Twilight Breaking Dawn: Part 2 - Full Teaser Trailer - Twilight Saga Robert Pattinson Movie (2012)";"bpD24acVxI4";2012;5.5;2.35;"Adventure|Drama|Fantasy|Romance";0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
"Prisoners";"Prisoners Official Trailer #1 (2013) - Hugh Jackman, Jake Gyllenhaal Movie HD";"bpXfcTF6iVk";2013;8.1;1.85;"Crime|Drama|Mystery|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
"Superman";"Superman Returns (2006) Official Trailer #1 - Superhero Movie HD";"bRqAUqAFhNw";1978;7.3;2.35;"Action|Adventure|Drama|Romance|Sci-Fi";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0
"Superman Returns";"Superman Returns (2006) Official Trailer #1 - Superhero Movie HD";"bRqAUqAFhNw";2006;6.1;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"The Wolverine";"The Wolverine Official International Trailer #1 - Hugh Jackman Movie HD";"btLk7Ut2s3s";2013;6.7;2.35;"Action|Adventure|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"K-PAX";"K-PAX Official Trailer #1 - Jeff Bridges Movie (2001) HD";"bVfHNhBcMTw";2001;7.4;2.35;"Drama|Mystery|Sci-Fi";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
"American Gangster";"American Gangster Official Trailer #1 - Denzel Washington, Russell Crowe Movie (2007) HD";"BV_nssS6Zkg";2007;7.8;1.85;"Biography|Crime|Drama";0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Men in Black II";"MEN IN BLACK 3 - Official Trailer 2 in Hindi";"BwG1tpfLlsw";2002;6.1;1.85;"Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi";1;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0
"Pineapple Express";"Watch Pineapple Express Trailer";"BWZt4v6b1hI";2008;7;2.35;"Action|Comedy|Crime";1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Prince of Persia: The Sands of Time";"PRINCE OF PERSIA: THE SANDS OF TIME MOVIE TRAILER";"bZ7Li5w2I-k";2010;6.6;2.35;"Action|Adventure|Fantasy|Romance";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"Liar Liar";"Liar Liar Official Trailer #1 - Jim Carrey, Cary Elwes Movie (1997) HD";"C1no75lpOiw";1997;6.8;1.85;"Comedy|Fantasy|Romance";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"Project X";"Project X Official Trailer #2 (2012) - Todd Phillips HD Movie";"c2fsYheE1yY";2012;6.7;1.85;"Comedy|Crime";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Knowing";"Knowing (2009) Official Trailer - Nicolas Cage, Rose Byrne Movie HD";"C2zSFElhgE0";2009;6.2;2.35;"Drama|Mystery|Sci-Fi|Thriller";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0
"The Others";"The Others (2001) Official Trailer 1 - Nicole Kidman Movie";"C7pKqaPtMiA";2001;7.6;1.85;"Fantasy|Horror|Thriller";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0
"Death Race";"Death Race Official Trailer #1 - Ian McShane Movie (2008) HD";"C8bxcJZrus0";2008;6.4;2.35;"Action|Sci-Fi|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"The Bourne Legacy";"The Bourne Legacy Official Trailer #2 (2012) Jeremy Renner Movie HD";"cdtUdEoE-Q4";2012;6.7;2.35;"Action|Adventure|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Black Mass";"Black Mass Official Trailer #1 (2015) - Johnny Depp, Benedict Cumberbatch Crime Drama HD";"CE3e3hGF2jc";2015;7;2.35;"Biography|Crime|Drama";0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Step Brothers";"Watch the trailer for STEP BROTHERS";"CewglxElBK0";2008;6.9;2.35;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Escape Plan";"Escape Plan Official Trailer #1 (2013) - Arnold Schwarzenegger Movie HD";"CI4EjV_x_PQ";2013;6.7;2.35;"Action|Crime|Mystery|Sci-Fi|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
"Mamma Mia!";"Mamma Mia! Official Trailer #2 - Meryl Streep, Amanda Seyfried Movie (2008) HD";"CiVnD9i7BpE";2008;6.3;2.35;"Comedy|Family|Musical|Romance";0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
"Bram Stoker's Dracula";"Bram Stoker's Dracula Trailer - Get it on Blu-ray 10/6!";"CjgwUB1CXek";1992;7.5;1.85;"Fantasy|Horror|Romance";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
"Secret Window";"The Age of Adaline Official Trailer #1 (2015) - Blake Lively, Harrison Ford Movie HD";"clbSd2JzAqc";2004;6.6;2.35;"Mystery|Thriller";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"AVP: Alien vs. Predator";"AVP: Alien vs. Predator (2004) Official Trailer #1 - Alien Movie HD";"Cld40qD7HcY";2004;5.6;2.35;"Action|Horror|Sci-Fi|Thriller";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
"Predator";"AVP: Alien vs. Predator (2004) Official Trailer #1 - Alien Movie HD";"Cld40qD7HcY";1987;7.8;1.85;"Action|Horror|Sci-Fi";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"The Man in the Iron Mask";"The Man in the Iron Mask Official Trailer #2 - GÉrard Depardieu Movie (1998) HD";"CLwBmPZqiIY";1998;6.4;1.85;"Action|Adventure";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"The Longest Yard";"The Longest Yard (2005) - Trailer";"Cl--Ye9pmAQ";2005;6.4;2.35;"Comedy|Crime|Sport";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"The Scorpion King";"The Scorpion King Official Trailer #1 - Michael Clarke Duncan Movie (2002) HD";"CmEKTae2iys";2002;5.5;2.35;"Action|Adventure|Fantasy|Thriller";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"Suicide Squad";"Suicide Squad - Official Trailer 1 [HD]";"CmRih_VtVAs";2016;6.9;2.35;"Action|Adventure|Comedy|Sci-Fi";1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Happy Feet";"Happy Feet Two Trailer #4";"cQhTl5_LzCk";2006;6.5;2.35;"Animation|Comedy|Family|Music|Romance";0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
"American Pie";"American Pie 2 Official Trailer #1 - Jason Biggs, Seann William Scott Comedy (2001) HD";"cSGvEfL0qRM";1999;7;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"American Pie 2";"American Pie 2 Official Trailer #1 - Jason Biggs, Seann William Scott Comedy (2001) HD";"cSGvEfL0qRM";2001;6.4;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Madagascar: Escape 2 Africa";"Madagascar: Escape 2 Africa - Trailer";"cSo0k5a0l0w";2008;6.7;1.85;"Action|Adventure|Animation|Comedy|Family";1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"The Descent";"The Descent (2005) Official Trailer #1 - Horror Movie HD";"CSYg7Z1KS_I";2005;7.2;2.35;"Adventure|Horror|Thriller";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"The Town";"Live By Night - Official Trailer [HD]";"CtFZcAuH-qI";2010;7.6;2.35;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Grease";"Grease 2 - Trailer";"cTUVeV9t-sg";1978;7.2;2.35;"Musical|Romance";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"Event Horizon";"Event Horizon Trailer 1997";"CUMbZ6z71ew";1997;6.7;2.35;"Horror|Sci-Fi|Thriller";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
"Knocked Up";"Knocked Up Official Trailer #1 - Paul Rudd Movie (2007) HD";"cv01Mcdf8rI";2007;7;1.85;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Scarface";"Scarface (1983) Blu-Ray Release Trailer HD";"cv276Wg3e7I";1983;8.3;2.35;"Crime|Drama";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Johnny English";"Johnny English - Trailer";"CwMmqNndnQM";2003;6.1;1.85;"Action|Adventure|Comedy";1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Meet the Parents";"Meet the Parents - Trailer";"CXqxP-bUC7I";2000;7;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"A Million Ways to Die in the West";"A Million Ways To Die In The West Official Red Band Trailer #1 (2014) - Seth MacFarlane Movie HD";"CXxqG4aqwY4";2014;6.1;2.35;"Comedy|Western";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"After Earth";"After Earth Official Trailer #1 (2013) - Will Smith Movie HD";"CZIt20emgLY";2013;4.9;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Terminator Salvation";"Terminator: Salvation (2009) Official Trailer - Christian Bale, Bryce Dallas Howard Movie HD";"-Czz-TcWCkA";2009;6.6;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"The Descendants";"The Descendants (2011) Trailer #2 - HD Movie";"d-3FWLv4-wA";2011;7.3;2.35;"Comedy|Drama";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"The Other Guys";"Watch the Official THE OTHER GUYS Trailer in HD";"D6WOoUG1eNo";2010;6.7;2.35;"Action|Comedy|Crime";1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Up in the Air";"Up in the Air - Trailer";"dbbXGW5czKo";2009;7.4;1.85;"Drama|Romance";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Lethal Weapon 4";"Lethal Weapon 4 Trailer 1998";"dd3e5gQlKqU";1998;6.6;2.35;"Action|Crime|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Lock, Stock and Two Smoking Barrels";"Lock, Stock And Two Smoking Barrels Trailer 1999";"DDWNKbIRstQ";1998;8.2;1.85;"Comedy|Crime";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Crash";"Crash (2004) Official Trailer # 1 - Don Cheadle";"DEJH0hEoHc4";2004;7.9;2.35;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"The Fast and the Furious";"Fast & Furious 6 Official Trailer #1 (2013) - Vin Diesel Movie HD";"dKi5XoeTN0k";2001;6.7;2.35;"Action|Crime|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Spider-Man";"The Amazing Spider-Man 2 - Final Trailer (OFFICIAL)";"DlM2CWNTQ84";2002;7.3;1.85;"Action|Adventure|Fantasy|Romance";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"Spider-Man 2";"The Amazing Spider-Man 2 - Final Trailer (OFFICIAL)";"DlM2CWNTQ84";2004;7.3;2.35;"Action|Adventure|Fantasy|Romance";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"The Amazing Spider-Man 2";"The Amazing Spider-Man 2 - Final Trailer (OFFICIAL)";"DlM2CWNTQ84";2014;6.7;2.35;"Action|Adventure|Fantasy|Sci-Fi";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"Madagascar";"Madagascar - Trailer";"dm-eiFVtRws";2005;6.9;1.85;"Adventure|Animation|Comedy|Family";0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Sherlock Holmes: A Game of Shadows";"Sherlock Holmes: A Game of Shadows (2011) EXCLUSIVE HD Trailer";"DpxtbtnC1u8";2011;7.5;2.35;"Action|Adventure|Crime|Mystery|Thriller";1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
